similitud,pieza_1,no_parte_1,pieza_2,no_parte_2,razon_no_fusion
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 4,NIPLE -123,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 4,NIPLE -123,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 5,NIPLE -122,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 5,NIPLE -122,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 6,NIPLE -121,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 6,NIPLE -121,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 8,NIPLE -120,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1 1/2 * 8,NIPLE -120,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1/2 *10,NIPLE -137,"NIPLE ACERO AL CARBON DE 3"" * 10",NIPLE -092,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1/2 *10,NIPLE -137,"NIPLE ACERO AL CARBON DE 4"" * 10",NIPLE -086,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,Medidas/modelos diferentes
93.3,"NIPLE ACERO AL CARBON DE 1"" * 10",NIPLE -125,NIPLE ACERO AL CARBON DE 3/4 * 10,NIPLE -131,Medidas/modelos diferentes
93.3,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,NIPLE ACERO AL CARBON DE 2 1/2 * 4,NIPLE -109,Medidas/modelos diferentes
93.3,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,NIPLE ACERO AL CARBON DE 2 1/2 * 5,NIPLE -108,Medidas/modelos diferentes
93.3,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,NIPLE ACERO AL CARBON DE 2 1/2 * 6,NIPLE -100,Medidas/modelos diferentes
93.3,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,NIPLE ACERO AL CARBON DE 2 1/2 * 8,NIPLE -099,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 2 1/2 * 4,NIPLE -109,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 2 1/2 * 5,NIPLE -108,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 2 1/2 * 6,NIPLE -100,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 2 1/2 * 8,NIPLE -099,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
93.3,NIPLE ACERO AL CARBON DE 2 * 10,NIPLE -111,NIPLE ACERO AL CARBON DE 3/4 * 10,NIPLE -131,Medidas/modelos diferentes
93.3,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 11/2 *1,AIRE-RED-137,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
93.3,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 11/2 *1,AIRE-RED-137,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
93.3,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 21/2 * 1""",AIRE-RED-139,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
93.3,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 21/2 * 1""",AIRE-RED-139,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
93.3,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2 *1/4,AIRE-RED-126,REDUCCION BUSHING MACHO NPT * HEMBRA NPT3/4 1/4,AIRE-RED-128,Medidas/modelos diferentes
93.3,TAPON MACHO 1/2,AIRE-TAP-049,TAPON MACHO 1/4,AIRE-TAP-047,Medidas/modelos diferentes
93.3,TAPON MACHO 1/2,AIRE-TAP-049,TAPON MACHO 1/8,AIRE-TAP-046,Medidas/modelos diferentes
93.3,TAPON MACHO 1/4,AIRE-TAP-047,TAPON MACHO 1/8,AIRE-TAP-046,Medidas/modelos diferentes
93.3,TAPON MACHO 1/4,AIRE-TAP-047,TAPON MACHO 3/4,AIRE-TAP-050,Medidas/modelos diferentes
93.3,TAPON MACHO 1/8,AIRE-TAP-046,TAPON MACHO 3/8,AIRE-TAP-048,Medidas/modelos diferentes
93.3,TAPON MACHO 3/4,AIRE-TAP-050,TAPON MACHO 3/8,AIRE-TAP-048,Medidas/modelos diferentes
93.3,TEE MACHO AL CENTRO DE 1/2 *1/2,AIRE-TEE-031,TEE MACHO AL CENTRO DE 1/2 * 3/8,AIRE-TEE-032,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 1""",TEE SO-055,"TEE SOLDABLE NEGRA CED 40 DE 2""",TEE SO-046,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 1""",TEE SO-055,"TEE SOLDABLE NEGRA CED 40 DE 3""",TEE SO-045,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 1""",TEE SO-055,"TEE SOLDABLE NEGRA CED 40 DE 4""",TEE SO-044,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 2 """,TEE SO-053,"TEE SOLDABLE NEGRA CED 40 DE 1""",TEE SO-048,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 2 """,TEE SO-053,"TEE SOLDABLE NEGRA CED 40 DE 3""",TEE SO-045,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 2 """,TEE SO-053,"TEE SOLDABLE NEGRA CED 40 DE 4""",TEE SO-044,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 4""",TEE SO-051,"TEE SOLDABLE NEGRA CED 40 DE 1""",TEE SO-048,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 4""",TEE SO-051,"TEE SOLDABLE NEGRA CED 40 DE 2""",TEE SO-046,Medidas/modelos diferentes
93.3,"TEE SOLDABLE NEGRA CED 30 DE 4""",TEE SO-051,"TEE SOLDABLE NEGRA CED 40 DE 3""",TEE SO-045,Medidas/modelos diferentes
93.3,VALVULA CHECK 1´´,,VALVULA CHECK 2´´,,Medidas/modelos diferentes
93.3,CAJA CONDULET LB TIPO T DE 1/2,CAJ-018,CAJA CONDULET LB TIPO T DE 3/4,CAJ-017,Medidas/modelos diferentes
93.3,TORNILLO 1/2*1 1/2 NEGRO GRADO 5,TORNI-047,TORNILLO 1/2*1 NEGRO GRADO 5,TORNI-046,Medidas/modelos diferentes
93.3,TORNILLO 1/2*1 1/2 NEGRO GRADO 5,TORNI-047,TORNILLO 1/2*2 NEGRO GRADO 5,TORNI-048,Medidas/modelos diferentes
93.3,TORNILLO 1/2*1 NEGRO GRADO 5,TORNI-046,TORNILLO 1/2*4 1/2 NEGRO GRADO 5,TORNI-053,Medidas/modelos diferentes
93.3,TORNILLO 1/2* 2 1/2 GRADO 8 NEGRO,TORNI-091,TORNILLO 1/2*2 GRADO 8 NEGRO,TORNI-090,Medidas/modelos diferentes
93.3,TORNILLO 1/2*2 GRADO 8 NEGRO,TORNI-090,TORNILLO 1/2* 3 1/2 GRADO 8 NEGRO,TORNI-092,Medidas/modelos diferentes
93.3,TORNILLO 1/2*2 NEGRO GRADO 5,TORNI-048,TORNILLO 1/2*4 1/2 NEGRO GRADO 5,TORNI-053,Medidas/modelos diferentes
93.3,TORNILLO 3/4*1 1/2 GRADO 5 NEGRO,TORNI-073,TORNILLO 3/4*2 GRADO 5 NEGRO,TORNI-074,Medidas/modelos diferentes
93.3,TORNILLO 3/4*2 1/2 GRADO 5 NEGRO,TORNI-075,TORNILLO 3/4*2 GRADO 5 NEGRO,TORNI-074,Medidas/modelos diferentes
93.3,TORNILLO 3/4*2 GRADO 5 NEGRO,TORNI-074,TORNILLO 3/4*3 1/2 GRADO 5 NEGRO,TORNI-077,Medidas/modelos diferentes
93.3,TORNILLO 3/4*2 GRADO 5 NEGRO,TORNI-074,TORNILLO 3/4*4 1/2 GRADO 5 NEGRO,TORNI-079,Medidas/modelos diferentes
93.3,TORNILLO 3/4*2 GRADO 5 NEGRO,TORNI-074,TORNILLO 3/4*5 1/2 GRADO 5 NEGRO,TORNI-081,Medidas/modelos diferentes
93.3,TORNILLO 3/4*3 1/2 GRADO 5 NEGRO,TORNI-077,TORNILLO 3/4*3 GRADO 5 NEGRO,TORNI-076,Medidas/modelos diferentes
93.3,TORNILLO 3/4*4 1/2 GRADO 5 NEGRO,TORNI-079,TORNILLO 3/4*4 GRADO 5 NEGRO,TORNI-078,Medidas/modelos diferentes
93.3,TORNILLO 3/4*5 1/2 GRADO 5 NEGRO,TORNI-081,TORNILLO 3/4*5 GRADO 5 NEGRO,TORNI-080,Medidas/modelos diferentes
93.3,TORNILLO 5/8*1 1/2 NEGRO GRADO 5,TORNI-065,TORNILLO 5/8*1 NEGRO GRADO 5,TORNI-064,Medidas/modelos diferentes
93.3,TORNILLO 5/8*1 1/2 NEGRO GRADO 5,TORNI-065,TORNILLO 5/8*2 NEGRO GRADO 5,TORNI-066,Medidas/modelos diferentes
93.3,TORNILLO 5/8*1 NEGRO GRADO 5,TORNI-064,TORNILLO 5/8*2 1/2 NEGRO GRADO 5,TORNI-067,Medidas/modelos diferentes
93.3,TORNILLO 5/8*1 NEGRO GRADO 5,TORNI-064,TORNILLO 5/8*3 1/2 NEGRO GRADO 5,TORNI-069,Medidas/modelos diferentes
93.3,TORNILLO 5/8*1 NEGRO GRADO 5,TORNI-064,TORNILLO 5/8*4 /1 2 NEGRO GRADO 5,TORNI-071,Medidas/modelos diferentes
93.3,TORNILLO 5/8*2 1/2 NEGRO GRADO 5,TORNI-067,TORNILLO 5/8*2 NEGRO GRADO 5,TORNI-066,Medidas/modelos diferentes
93.3,TORNILLO 5/8*2 NEGRO GRADO 5,TORNI-066,TORNILLO 5/8*3 1/2 NEGRO GRADO 5,TORNI-069,Medidas/modelos diferentes
93.3,TORNILLO 5/8*2 NEGRO GRADO 5,TORNI-066,TORNILLO 5/8*4 /1 2 NEGRO GRADO 5,TORNI-071,Medidas/modelos diferentes
93.3,TORNILLO 5/8*3 1/2 NEGRO GRADO 5,TORNI-069,TORNILLO 5/8*3 NEGRO GRADO 5,TORNI-068,Medidas/modelos diferentes
93.3,TORNILLO 5/8*4 NEGRO GRADO 5,TORNI-070,TORNILLO 5/8*4 /1 2 NEGRO GRADO 5,TORNI-071,Medidas/modelos diferentes
93.3,ARANDELA ESTRUCTURAL NEGRA 1/2,ARAND-142,ARANDELA ESTRUCTURAL NEGRA 5/8,ARAND-143,Medidas/modelos diferentes
93.3,REDUCION BUSHING NEGRA 1 1/2* 1,REDUCI-184,REDUCION BUSHING NEGRA 2 * 1 1/2,REDUCI-181,Medidas/modelos diferentes
93.3,REDUCION BUSHING NEGRA 2 * 1 1/2,REDUCI-181,REDUCION BUSHING NEGRA 3*2 1/2,REDUCI-180,Medidas/modelos diferentes
93.2,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1 1/2""",CODO I-208,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3/4""",CODO I-210,Medidas/modelos diferentes
93.2,NIPLE ACERO AL CARBON DE 1 1/2 CUERDA CORRIDA,NIPLE -124,NIPLE ACERO AL CARBON DE 3/4 CUERDA CORRIDA,NIPLE -136,Medidas/modelos diferentes
93.2,TORNILLO 3/8 *1 1/2 GALVANIZADO GRADO 5,TORNI-019,TORNILLO 3/8*2 GRALVANIZADO GRADO 5,TORNI-020,Medidas/modelos diferentes
93.2,"REFLEJANTE SIN CROMO PLAFON DE 3"" PARA REMACHAR AMBAR",REFLEJ-015,"REFLEJANTE SIN CROMO PLAFON DE 3"" PARA REMACHAR ROJO",REFLEJ-016,Similitud insuficiente para fusionar automáticamente
93.1,"CODO ROSCADO ACERO NEGRO 45° * 1""",CODO -069,"CODO ROSCADO ACERO NEGRO 90° * 1""",CODO R-062,Medidas/modelos diferentes
93.1,"CODO ROSCADO ACERO NEGRO 45° * 2""",CODO -067,"CODO ROSCADO ACERO NEGRO 90° * 2""",CODO R-060,Medidas/modelos diferentes
93.1,"CODO ROSCADO ACERO NEGRO 45° * 3""",CODO -066,CODO ROSCADO ACERO NEGRO 90° * 3,CODO R-059,Medidas/modelos diferentes
93.1,"CODO ROSCADO ACERO NEGRO 45° * 4""",CODO -065,"CODO ROSCADO ACERO NEGRO 90° * 4""",CODO R-058,Medidas/modelos diferentes
93.1,CODO ROSCADO GALVANIZADO 45° * 1,CODO R-083,"CODO ROSCADO GALVANIZADO 90° * 1""",CODO R-076,Medidas/modelos diferentes
93.1,CODO ROSCADO GALVANIZADO 45° * 2,CODO R-081,"CODO ROSCADO GALVANIZADO 90° * 2""",CODO R-074,Medidas/modelos diferentes
93.1,CODO ROSCADO GALVANIZADO 45° * 3,CODO R-080,CODO ROSCADO GALVANIZADO 90° *3,CODO R-073,Medidas/modelos diferentes
93.1,CODO ROSCADO GALVANIZADO 45° * 4,CODO R-079,CODO ROSCADO GALVANIZADO 90° * 4,CODO R-072,Medidas/modelos diferentes
93.1,COPLE ACERO AL CARBON DE 1 1/2,COPLE -147,COPLE ACERO AL CARBON DE 1/4,COPLE -151,Medidas/modelos diferentes
93.1,COPLE ACERO AL CARBON DE 1/4,COPLE -151,COPLE ACERO AL CARBON DE 2 1/2,COPLE -145,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 4,NIPLE -141,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 5,NIPLE -140,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 6,NIPLE -139,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 1/2 * 8,NIPLE -138,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
93.1,"NIPLE ACERO AL CARBON DE 1"" * 4",NIPLE -129,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,Medidas/modelos diferentes
93.1,"NIPLE ACERO AL CARBON DE 1"" * 5",NIPLE -128,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,Medidas/modelos diferentes
93.1,"NIPLE ACERO AL CARBON DE 1"" * 6",NIPLE -127,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,Medidas/modelos diferentes
93.1,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 4,NIPLE -135,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 5,NIPLE -134,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 * 6,NIPLE -133,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
93.1,NIPLE ACERO AL CARBON DE 3/4 *8,NIPLE -132,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
93.1,"TEE HEMBRA ACERO NEGRO DE 1""",TEE HE-159,"TEE HEMBRA ACERO NEGRO DE 1 1/2""",TEE HE-158,Medidas/modelos diferentes
93.1,"TEE HEMBRA ACERO NEGRO DE 1""",TEE HE-159,"TEE HEMBRA ACERO NEGRO DE 2 1/2""",TEE HE-156,Medidas/modelos diferentes
93.1,"TEE HEMBRA ACERO NEGRO DE 1 1/2""",TEE HE-158,"TEE HEMBRA ACERO NEGRO DE 2""",TEE HE-157,Medidas/modelos diferentes
93.1,"TEE HEMBRA ACERO NEGRO DE 1/2""",TEE HE-161,TEE HEMBRA ACERO NEGRO DE 3/4,TEE HE-160,Medidas/modelos diferentes
93.1,"TEE HEMBRA ACERO NEGRO DE 2""",TEE HE-157,"TEE HEMBRA ACERO NEGRO DE 2 1/2""",TEE HE-156,Medidas/modelos diferentes
93.1,"TEE HEMBRA GALVANIZADA DE 1""",TEE HE-167,"TEE HEMBRA GALVANIZADA DE 1 1/2""",TEE HE-166,Medidas/modelos diferentes
93.1,"TEE HEMBRA GALVANIZADA DE 1""",TEE HE-167,"TEE HEMBRA GALVANIZADA DE 2 1/2 """,TEE HE-164,Medidas/modelos diferentes
93.1,"TEE HEMBRA GALVANIZADA DE 1 1/2""",TEE HE-166,"TEE HEMBRA GALVANIZADA DE 2""",TEE HE-165,Medidas/modelos diferentes
