similitud,pieza_1,no_parte_1,pieza_2,no_parte_2,razon_no_fusion
94.7,"NIPLE ACERO AL CARBON DE 1"" * 10",NIPLE -125,"NIPLE ACERO AL CARBON DE 1"" *8",NIPLE -126,Medidas/modelos diferentes
94.7,NIPLE ACERO AL CARBON DE 2 * 10,NIPLE -111,NIPLE ACERO AL CARBON DE 2 * 4,NIPLE -117,Medidas/modelos diferentes
94.7,NIPLE ACERO AL CARBON DE 2 * 10,NIPLE -111,NIPLE ACERO AL CARBON DE 2 * 5,NIPLE -114,Medidas/modelos diferentes
94.7,NIPLE ACERO AL CARBON DE 2 * 10,NIPLE -111,NIPLE ACERO AL CARBON DE 2 * 6,NIPLE -113,Medidas/modelos diferentes
94.7,NIPLE ACERO AL CARBON DE 2 * 10,NIPLE -111,NIPLE ACERO AL CARBON DE 2 * 7,NIPLE -116,Medidas/modelos diferentes
94.7,NIPLE ACERO AL CARBON DE 2 * 10,NIPLE -111,NIPLE ACERO AL CARBON DE 2 * 8,NIPLE -112,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 3"" * 10",NIPLE -092,"NIPLE ACERO AL CARBON DE 3"" * 4",NIPLE -096,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 3"" * 10",NIPLE -092,"NIPLE ACERO AL CARBON DE 3"" * 5",NIPLE -095,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 3"" * 10",NIPLE -092,"NIPLE ACERO AL CARBON DE 3"" * 6",NIPLE -094,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 3"" * 10",NIPLE -092,"NIPLE ACERO AL CARBON DE 3"" * 8",NIPLE -093,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 4"" * 10",NIPLE -086,"NIPLE ACERO AL CARBON DE 4"" * 4",NIPLE -090,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 4"" * 10",NIPLE -086,"NIPLE ACERO AL CARBON DE 4"" * 5",NIPLE -089,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 4"" * 10",NIPLE -086,"NIPLE ACERO AL CARBON DE 4"" * 6",NIPLE -088,Medidas/modelos diferentes
94.7,"NIPLE ACERO AL CARBON DE 4"" * 10",NIPLE -086,"NIPLE ACERO AL CARBON DE 4"" * 8",NIPLE -087,Medidas/modelos diferentes
94.7,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2* 1 1/4,AIRE-RED-138,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 11/2 *1,AIRE-RED-137,Medidas/modelos diferentes
94.7,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2* 1 1/4,AIRE-RED-138,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2 *1/4,AIRE-RED-126,Medidas/modelos diferentes
94.7,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 2 1/2 * 1 1/2,AIRE-RED-140,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 21/2 * 1""",AIRE-RED-139,Medidas/modelos diferentes
94.7,"TAPON INOXIDABLE 3""",DC-300,TAPON INOXIDABLE 3\4,DC-75 (316),Medidas/modelos diferentes
94.7,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 1""",TEE IN-223,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3/4""",TEE IN-224,Medidas/modelos diferentes
94.7,TEE INOXIDABLE SOLDABLE TIPO 304 DE 1/2,TEE IN-225,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3""",TEE IN-220,Medidas/modelos diferentes
94.7,TEE INOXIDABLE SOLDABLE TIPO 304 DE 1/2,TEE IN-225,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 4""",TEE IN-219,Medidas/modelos diferentes
94.7,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 2""",TEE IN-221,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3/4""",TEE IN-224,Medidas/modelos diferentes
94.7,VALVULA DE ALIVIO 2´´,,VALVULA DE ALIVIO 3´´,,Medidas/modelos diferentes
94.7,CAJA CONDULET LB 1,CAJ-016,CAJA CONDULET LB 1/2,CAJ-014,Medidas/modelos diferentes
94.7,TORNILLO 1/4* 1 1/2 GALVANIZADO GRADO 5,TORNI-011,TORNILLO 3/8 *1 1/2 GALVANIZADO GRADO 5,TORNI-019,Medidas/modelos diferentes
94.7,"TORNILLO 7/16 *1"" NEGRO GRADO 5",TORNI-039,TORNILLO 7/16*3NEGRO GRADO 5,TORNI-043,Medidas/modelos diferentes
94.7,TORNILLO 7/16*2 NEGRO GRADO 5,TORNI-041,TORNILLO 7/16*3NEGRO GRADO 5,TORNI-043,Medidas/modelos diferentes
94.7,TORNILLO 7/16*3NEGRO GRADO 5,TORNI-043,TORNILLO 7/16* 4 NEGRO GRADO 5,TORNI-045,Medidas/modelos diferentes
94.7,TORNILLO 7/16*3NEGRO GRADO 5,TORNI-043,TORNILLO 9/16*3 NEGRO GRADO 5,TORNI-060,Medidas/modelos diferentes
94.6,"CODO 45° MACHO JIC x MACHO NPTF 1 5/16 * 1""",AIRE-COD-180,"CODO 90° MACHO JIC x MACHO NPTF 1 5/16 * 1""",AIRE-COD-161,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*1/2,AIRE-RED-135,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 21/2 * 1""",AIRE-RED-139,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*1/2,AIRE-RED-135,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2 *1/4,AIRE-RED-126,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*3/4,AIRE-RED-136,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 11/2 *1,AIRE-RED-137,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*3/4,AIRE-RED-136,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2 *1/4,AIRE-RED-126,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*3/4,AIRE-RED-136,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4* 1/2,AIRE-RED-133,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/8,AIRE-RED-132,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
94.6,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/8,AIRE-RED-132,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
94.6,TORNILLO 5/16* 1 1/2 GALVANIZADO GRADO 5,TORNI-016,TORNILLO 5/16 *1 GALVANIZADO GRADO 5,TORNI-014,Medidas/modelos diferentes
94.6,TORNILLO 5/16* 1 1/2 GALVANIZADO GRADO 5,TORNI-016,TORNILLO 5/16*2 GALVANIZADO GRADO 5,TORNI-017,Medidas/modelos diferentes
94.6,TORNILLO 5/16 * 1 1/4 GALVANIZADO GRADO 5,TORNI-015,TORNILLO 5/16 *1 GALVANIZADO GRADO 5,TORNI-014,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/4 * 1/2,AIRE-RED-130,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/4 * 1/2,AIRE-RED-130,REDUCCION BUSHING MACHO NPT * HEMBRA NPT3/4 1/4,AIRE-RED-128,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/4*3/8,AIRE-RED-129,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/4*3/8,AIRE-RED-129,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/4,AIRE-RED-125,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2 *1/4,AIRE-RED-126,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/4,AIRE-RED-125,REDUCCION BUSHING MACHO NPT * HEMBRA NPT3/4 1/4,AIRE-RED-128,Medidas/modelos diferentes
94.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/8,AIRE-RED-124,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
94.5,"TUERCA NEGRA GRADO 5 DE 7/16""",TUERC-109,TUERCA NEGRA GRADO 5 DE 7/8,TUERC-114,Medidas/modelos diferentes
94.5,TORNILLO 1/2*1 NEGRO GRADO 5,TORNI-046,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,Medidas/modelos diferentes
94.5,TORNILLO 1/2*1 NEGRO GRADO 5,TORNI-046,TORNILLO 1/2*4NEGRO GRADO 5,TORNI-052,Medidas/modelos diferentes
94.5,TORNILLO 1/2*2 NEGRO GRADO 5,TORNI-048,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,Medidas/modelos diferentes
94.5,TORNILLO 1/2*2 NEGRO GRADO 5,TORNI-048,TORNILLO 1/2*4NEGRO GRADO 5,TORNI-052,Medidas/modelos diferentes
94.5,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,TORNILLO 1/2*5 NEGRO GRADO 5,TORNI-054,Medidas/modelos diferentes
94.5,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,TORNILLO 1/2*6 NEGRO GRADO 5,TORNI-055,Medidas/modelos diferentes
94.5,TORNILLO 1/2*4NEGRO GRADO 5,TORNI-052,TORNILLO 1/2*5 NEGRO GRADO 5,TORNI-054,Medidas/modelos diferentes
94.5,TORNILLO 1/2*4NEGRO GRADO 5,TORNI-052,TORNILLO 1/2*6 NEGRO GRADO 5,TORNI-055,Medidas/modelos diferentes
94.5,TORNILLO 3/4*2 GRADO 5 NEGRO,TORNI-074,TORNILLO 3/4*6 GRADO 5NEGRO,TORNI-082,Medidas/modelos diferentes
94.5,TORNILLO 3/4*3 GRADO 5 NEGRO,TORNI-076,TORNILLO 3/4*6 GRADO 5NEGRO,TORNI-082,Medidas/modelos diferentes
94.5,TORNILLO 3/4*4 GRADO 5 NEGRO,TORNI-078,TORNILLO 3/4*6 GRADO 5NEGRO,TORNI-082,Medidas/modelos diferentes
94.5,TORNILLO 3/4*5 GRADO 5 NEGRO,TORNI-080,TORNILLO 3/4*6 GRADO 5NEGRO,TORNI-082,Medidas/modelos diferentes
94.4,CODO 90° MACHO JIC x MACHO NPTF 3/4 * 1/2,AIRE-COD-181,CODO 90° MACHO JIC x MACHO NPTF 3/4 * 3/4,AIRE-COD-182,Medidas/modelos diferentes
94.4,"TAPON INOXIDABLE 2""",DC-200,"TAPON INOXIDABLE 3""",DC-300,Medidas/modelos diferentes
94.4,TORNILLO 1/4* 1 1/2 GALVANIZADO GRADO 5,TORNI-011,TORNILLO 1/4* 2 GALVANIZADO GRADO 5,TORNI-012,Medidas/modelos diferentes
94.4,TORNILLO 1/4* 2 1/2 GALVANIZADO GRADO 5,TORNI-013,TORNILLO 1/4* 2 GALVANIZADO GRADO 5,TORNI-012,Medidas/modelos diferentes
94.4,TORNILLO 3/8 *1 1/2 GALVANIZADO GRADO 5,TORNI-019,TORNILLO 3/8 *1 GALVANIZADO GRADO 5,TORNI-018,Medidas/modelos diferentes
94.4,TORNILLO GALVANIZADO GRADO 5 1/4 * 1/2,TORNI-148,TORNILLO GALVANIZADO GRADO 5 1/4 * 3/4,TORNI-149,Medidas/modelos diferentes
94.3,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 45°",CODO N-040,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 90°",CODO N-032,Medidas/modelos diferentes
94.3,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,Medidas/modelos diferentes
94.3,"NIPLE TIPO BOTELLA GALVANIZADA DE 4""",NIPLE -170,"NIPLE TIPO BOTELLA GALVANIZADO DE 1""",NIPLE -173,Medidas/modelos diferentes
94.3,"NIPLE TIPO BOTELLA GALVANIZADA DE 4""",NIPLE -170,"NIPLE TIPO BOTELLA GALVANIZADO DE 2""",NIPLE -172,Medidas/modelos diferentes
94.3,"NIPLE TIPO BOTELLA GALVANIZADA DE 4""",NIPLE -170,"NIPLE TIPO BOTELLA GALVANIZADO DE 3""",NIPLE -171,Medidas/modelos diferentes
94.3,"TUERCA NEGRA GRADO 5 DE 1""",TUERC-115,"TUERCA NEGRA GRADO 5 DE 7/16""",TUERC-109,Medidas/modelos diferentes
94.3,"TUERCA NEGRA GRADO 5 DE 1""",TUERC-115,TUERCA NEGRA GRADO 5 DE 9/16,TUERC-111,Medidas/modelos diferentes
94.3,ARANDELA DE PRESION GALVANIZADA 1/4,ARAND-141,ARANDELA DE PRESION GALVANIZADA 3/8,ARAND-131,Medidas/modelos diferentes
94.1,CODO 90° MACHO NPT x HEMBRA NPT 1/2 * 1/2,AIRE-COD-141,"CODO 90° MACHO NPT x HEMBRA NPT 1""x1""",AIRE-COD-143,Medidas/modelos diferentes
94.1,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 45°",CODO N-040,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
94.1,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 90°",CODO N-032,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
94.1,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,Medidas/modelos diferentes
94.1,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,Medidas/modelos diferentes
94.1,NIPLE ACERO AL CARBON DE 1/2 CUERDA CORRIDA,NIPLE -142,"NIPLE ACERO AL CARBONO DE 1"" CUERDA CORRIDO",NIPLE -130,Medidas/modelos diferentes
94.1,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 11/2 *1,AIRE-RED-137,Medidas/modelos diferentes
94.1,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 21/2 * 1""",AIRE-RED-139,Medidas/modelos diferentes
94.1,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT3/4 1/4,AIRE-RED-128,Medidas/modelos diferentes
94.1,"CONEXION RAPIDA HEMBRA DIXON DE 200""",A-200,"CONEXION RAPIDA HEMBRA DIXON DE 3""",A-300,Medidas/modelos diferentes
94.1,"CONEXION RAPIDA HEMBRA DIXON DE 200""",A-200,"CONEXION RAPIDA HEMBRA DIXON DE 4""",A-400,Medidas/modelos diferentes
94.0,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1 1/2""",CODO I-215,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3/4""",CODO I-217,Medidas/modelos diferentes
94.0,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1 1/2""",CODO I-215,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1/2,CODO I-203,Medidas/modelos diferentes
94.0,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1/2,CODO I-218,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1 1/2,CODO I-200,Medidas/modelos diferentes
94.0,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1 1/2,CODO I-200,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3/4,CODO I-202,Medidas/modelos diferentes
94.0,"NIPLE ACERO AL CARBON DE 2"" CUERDA CORRIDA",NIPLE -118,"NIPLE ACERO AL CARBONO DE 1"" CUERDA CORRIDO",NIPLE -130,Medidas/modelos diferentes
94.0,"NIPLE ACERO AL CARBON DE 3"" CUERDA CORRIDA",NIPLE -097,"NIPLE ACERO AL CARBONO DE 1"" CUERDA CORRIDO",NIPLE -130,Medidas/modelos diferentes
94.0,"NIPLE ACERO AL CARBON DE 4"" CUERDA CORRIDA",NIPLE -091,"NIPLE ACERO AL CARBONO DE 1"" CUERDA CORRIDO",NIPLE -130,Medidas/modelos diferentes
93.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1 1/2""",CODO I-215,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3,CODO I-213,Medidas/modelos diferentes
93.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1 1/2""",CODO I-215,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 4,CODO I-212,Medidas/modelos diferentes
93.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1 1/2,CODO I-200,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3""",CODO I-198,Medidas/modelos diferentes
93.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1 1/2,CODO I-200,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 4""",CODO I-197,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 45°",CODO N-040,"CODO NEGRO SOLDABLE CED 30 1"" * 45°",CODO N-041,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 45°",CODO N-040,"CODO NEGRO SOLDABLE CED 30 2"" *45°",CODO N-039,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 90°",CODO N-032,"CODO NEGRO SOLDABLE CED 30 1"" * 90°",CODO N-033,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 90°",CODO N-032,"CODO NEGRO SOLDABLE CED 30 2"" * 90°",CODO N-031,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,"CODO NEGRO SOLDABLE CED 40 1"" * 45°",CODO N-024,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,"CODO NEGRO SOLDABLE CED 40 2"" * 45°",CODO N-022,Medidas/modelos diferentes
93.9,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,CODO NEGRO SOLDABLE CED 40 1*90°,CODO N-015,Medidas/modelos diferentes
93.9,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,CODO NEGRO SOLDABLE CED 40 2*90°,CODO N-013,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
93.9,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
93.9,"CODO ROSCADO ACERO NEGRO 45° * 1 1/2""",CODO -068,"CODO ROSCADO ACERO NEGRO 90° * 1 1/2""",CODO R-061,Medidas/modelos diferentes
93.9,CODO ROSCADO GALVANIZADO 45° * 1 1/2,CODO R-082,"CODO ROSCADO GALVANIZADO 90° * 1 1/2""",CODO R-075,Medidas/modelos diferentes
93.9,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2* 1 1/4,AIRE-RED-138,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4* 1/2,AIRE-RED-133,Medidas/modelos diferentes
93.9,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2* 1 1/4,AIRE-RED-138,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/4,AIRE-RED-134,Medidas/modelos diferentes
93.9,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 40 DE 1/2""",TEE SO-050,Medidas/modelos diferentes
93.9,"TEE SOLDABLE NEGRA CED 30 DE 1/2""",TEE SO-056,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,Medidas/modelos diferentes
93.9,TORNILLO 5/16* 4 1/2 NEGRO GRADO 5,TORNI-138,TORNILLO 7/16 * 1 1/2 NEGRO GRADO 5,TORNI-040,Medidas/modelos diferentes
93.9,TORNILLO 5/16* 4 1/2 NEGRO GRADO 5,TORNI-138,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,Medidas/modelos diferentes
93.9,TORNILLO 5/16* 4 1/2 NEGRO GRADO 5,TORNI-138,TORNILLO 7/16*3 1/2 NEGRO GRADO 5,TORNI-044,Medidas/modelos diferentes
93.9,TORNILLO 5/16* 4 1/2 NEGRO GRADO 5,TORNI-138,TORNILLO 9/16*1 1/2 NEGRO GRADO 5,TORNI-057,Medidas/modelos diferentes
93.9,TORNILLO 5/16* 4 1/2 NEGRO GRADO 5,TORNI-138,TORNILLO 9/16*3 1/2 NEGRO GRADO 5,TORNI-061,Medidas/modelos diferentes
93.9,TORNILLO 7/16 * 1 1/2 NEGRO GRADO 5,TORNI-040,TORNILLO 9/16*3 1/2 NEGRO GRADO 5,TORNI-061,Medidas/modelos diferentes
93.9,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,TORNILLO 9/16*1 1/2 NEGRO GRADO 5,TORNI-057,Medidas/modelos diferentes
93.9,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,TORNILLO 9/16*3 1/2 NEGRO GRADO 5,TORNI-061,Medidas/modelos diferentes
93.9,TORNILLO 7/16*3 1/2 NEGRO GRADO 5,TORNI-044,TORNILLO 9/16*1 1/2 NEGRO GRADO 5,TORNI-057,Medidas/modelos diferentes
93.9,TORNILLO DE 3/8*1 1/2 NEGRO GRADO 5,TORNI-031,TORNILLO DE 3/8*1 NEGRO GRADO 5,TORNI-030,Medidas/modelos diferentes
93.9,TORNILLO DE 3/8*1 NEGRO GRADO 5,TORNI-030,TORNILLO DE 3/8*4 1/2 NEGRO GRADO 5,TORNI-037,Medidas/modelos diferentes
93.9,TORNILLO DE 3/8*4 1/2 NEGRO GRADO 5,TORNI-037,TORNILLO DE 3/8*4 NEGRO GRADO 5,TORNI-036,Medidas/modelos diferentes
93.9,TORNILLO DE 5/8 * 1 1/2 GRADO 8 NEGRO,TORNI-094,TORNILLO DE 5/8* 2 GRADO 8 NEGRO,TORNI-095,Medidas/modelos diferentes
93.8,TUBO NEGRO C160 SIN COSTURA 51 MM,TUBO N-188,TUBO NEGRO C80 SIN COSTURA 51MM,TUBO N-187,Medidas/modelos diferentes
93.8,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1""",CODO I-216,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1/2,CODO I-203,Medidas/modelos diferentes
93.8,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1/2,CODO I-218,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1,CODO I-201,Medidas/modelos diferentes
93.8,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1/2,CODO I-218,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 2""",CODO I-199,Medidas/modelos diferentes
93.8,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 2""",CODO I-214,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1/2,CODO I-203,Medidas/modelos diferentes
93.8,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3,CODO I-213,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3/4,CODO I-202,Medidas/modelos diferentes
93.8,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3/4""",CODO I-217,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3""",CODO I-198,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 3""*45°",CODO N-038,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 4"" *45°",CODO N-037,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 5"" * 45°",CODO N-036,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 40 1"" * 45°",CODO N-024,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 40 2"" * 45°",CODO N-022,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 3"" * 90°",CODO N-030,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 4"" * 90°",CODO N-029,Medidas/modelos diferentes
93.8,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 5"" * 90°",CODO N-028,Medidas/modelos diferentes
